timestamp,temperature_2m,relative_humidity_2m,surface_pressure,cloud_cover,wind_speed_10m,shortwave_radiation,direct_normal_irradiance,diffuse_radiation,direct_radiation,latitude,longitude,plant_id,solar_zenith,solar_azimuth,poa_global,cell_temperature,actual_generation_mw,solar_elevation,is_daytime,clearsky_ghi,clearness_index,hour,hour_sin,hour_cos,month,month_sin,month_cos,day_of_year,day_of_year_sin,day_of_year_cos,cloud_cover_rolling_3h,temp_rolling_3h
2023-01-01 00:00:00,11.4,67,1000.0,25,7.2,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,168.81,291.08,0.0,11.4,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.5,0.866,1,0.0172,0.9999,25.0,11.4
2023-01-01 01:00:00,10.3,71,999.7,5,9.4,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,174.44,37.06,0.0,10.3,0.0,0.0,0,0.0,0.0,1,0.2588,0.9659,1,0.5,0.866,1,0.0172,0.9999,15.0,10.85
2023-01-01 02:00:00,9.7,74,999.1,0,10.5,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,162.59,79.22,0.0,9.7,0.0,0.0,0,0.0,0.0,2,0.5,0.866,1,0.5,0.866,1,0.0172,0.9999,10.0,10.47
2023-01-01 03:00:00,8.9,78,998.4,16,10.1,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,149.36,89.2,0.0,8.9,0.0,0.0,0,0.0,0.0,3,0.7071,0.7071,1,0.5,0.866,1,0.0172,0.9999,7.0,9.63
2023-01-01 04:00:00,8.5,81,998.3,13,10.1,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,136.08,95.45,0.0,8.5,0.0,0.0,0,0.0,0.0,4,0.866,0.5,1,0.5,0.866,1,0.0172,0.9999,9.67,9.03
2023-01-01 05:00:00,8.0,82,998.7,0,10.4,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,122.93,100.85,0.0,8.0,0.0,0.0,0,0.0,0.0,5,0.9659,0.2588,1,0.5,0.866,1,0.0172,0.9999,9.67,8.47
2023-01-01 06:00:00,7.3,85,999.2,0,10.4,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,110.0,106.25,0.0,7.3,0.0,0.0,0,0.0,0.0,6,1.0,0.0,1,0.5,0.866,1,0.0172,0.9999,4.33,7.93
2023-01-01 07:00:00,7.0,86,999.9,0,10.4,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,97.45,112.14,0.0,7.0,0.0,0.0,0,0.0,0.0,7,0.9659,-0.2588,1,0.5,0.866,1,0.0172,0.9999,0.0,7.43
2023-01-01 08:00:00,8.3,79,1000.5,0,9.4,42.0,126.1,28.0,14.0,27.5398,71.9153,Bhadla_Solar_Park,85.27,118.96,68.38,10.1,7.61,4.73,1,26.86,1.2,8,0.866,-0.5,1,0.5,0.866,1,0.0172,0.9999,0.0,7.53
2023-01-01 09:00:00,12.3,61,1001.6,0,7.2,197.0,395.8,90.0,107.0,27.5398,71.9153,Bhadla_Solar_Park,74.24,127.22,304.56,20.67,32.61,15.76,1,214.7,0.918,9,0.7071,-0.7071,1,0.5,0.866,1,0.0172,0.9999,0.0,9.2
2023-01-01 10:00:00,16.8,44,1002.1,3,9.6,370.0,567.1,126.0,244.0,27.5398,71.9153,Bhadla_Solar_Park,64.42,137.57,536.48,30.9,55.25,25.58,1,402.29,0.92,10,0.5,-0.866,1,0.5,0.866,1,0.0172,0.9999,1.0,12.47
2023-01-01 11:00:00,19.4,35,1001.6,2,12.0,509.0,661.7,146.0,363.0,27.5398,71.9153,Bhadla_Solar_Park,56.6,150.65,713.69,37.35,71.66,33.4,1,545.17,0.934,11,0.2588,-0.9659,1,0.5,0.866,1,0.0172,0.9999,1.67,16.17
2023-01-01 12:00:00,20.8,31,1000.6,0,10.8,593.0,706.3,157.0,436.0,27.5398,71.9153,Bhadla_Solar_Park,51.73,166.59,818.23,41.84,80.69,38.27,1,628.94,0.943,12,0.0,-1.0,1,0.5,0.866,1,0.0172,0.9999,1.67,19.0
2023-01-01 13:00:00,21.7,27,999.5,0,9.4,612.0,720.4,157.0,455.0,27.5398,71.9153,Bhadla_Solar_Park,50.65,184.26,842.92,43.94,82.41,39.35,1,646.69,0.946,13,-0.2588,-0.9659,1,0.5,0.866,1,0.0172,0.9999,0.67,20.63
2023-01-01 14:00:00,22.3,25,998.6,0,7.1,562.0,697.6,150.0,412.0,27.5398,71.9153,Bhadla_Solar_Park,53.62,201.35,781.71,43.82,76.46,36.38,1,597.01,0.941,14,-0.5,-0.866,1,0.5,0.866,1,0.0172,0.9999,0.0,21.6
2023-01-01 15:00:00,22.5,23,998.2,0,6.3,449.0,631.7,135.0,314.0,27.5398,71.9153,Bhadla_Solar_Park,60.02,215.98,640.09,40.38,63.49,29.98,1,483.87,0.928,15,-0.7071,-0.7071,1,0.5,0.866,1,0.0172,0.9999,0.0,22.17
2023-01-01 16:00:00,22.4,23,997.9,0,6.0,290.0,503.6,110.0,180.0,27.5398,71.9153,Bhadla_Solar_Park,68.89,227.69,433.29,34.57,43.99,21.11,1,317.22,0.914,16,-0.866,-0.5,1,0.5,0.866,1,0.0172,0.9999,0.0,22.4
2023-01-01 17:00:00,21.5,30,998.0,0,4.2,115.0,281.6,64.0,51.0,27.5398,71.9153,Bhadla_Solar_Park,79.39,236.96,188.19,26.97,19.68,10.61,1,118.71,0.969,17,-0.9659,-0.2588,1,0.5,0.866,1,0.0172,0.9999,0.0,22.13
2023-01-01 18:00:00,20.6,28,998.4,0,4.7,7.0,16.0,6.0,1.0,27.5398,71.9153,Bhadla_Solar_Park,91.07,244.47,9.02,20.86,0.0,0.0,0,0.0,0.0,18,-1.0,-0.0,1,0.5,0.866,1,0.0172,0.9999,0.0,21.5
2023-01-01 19:00:00,18.0,33,999.1,0,7.6,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,103.37,250.8,0.0,18.0,0.0,0.0,0,0.0,0.0,19,-0.9659,0.2588,1,0.5,0.866,1,0.0172,0.9999,0.0,20.03
2023-01-01 20:00:00,16.4,35,999.5,0,10.0,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,116.12,256.41,0.0,16.4,0.0,0.0,0,0.0,0.0,20,-0.866,0.5,1,0.5,0.866,1,0.0172,0.9999,0.0,18.33
2023-01-01 21:00:00,14.6,42,999.7,1,8.9,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,129.17,261.76,0.0,14.6,0.0,0.0,0,0.0,0.0,21,-0.7071,0.7071,1,0.5,0.866,1,0.0172,0.9999,0.33,16.33
2023-01-01 22:00:00,13.9,46,999.9,1,10.3,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,142.4,267.44,0.0,13.9,0.0,0.0,0,0.0,0.0,22,-0.5,0.866,1,0.5,0.866,1,0.0172,0.9999,0.67,14.97
2023-01-01 23:00:00,12.8,50,999.7,0,9.4,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,155.68,274.86,0.0,12.8,0.0,0.0,0,0.0,0.0,23,-0.2588,0.9659,1,0.5,0.866,1,0.0172,0.9999,0.67,13.77
2023-01-02 00:00:00,12.0,53,999.4,0,10.0,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,168.67,291.2,0.0,12.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.5,0.866,2,0.0344,0.9994,0.33,12.9
2023-01-02 01:00:00,11.3,55,998.8,0,10.6,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,174.43,35.66,0.0,11.3,0.0,0.0,0,0.0,0.0,1,0.2588,0.9659,1,0.5,0.866,2,0.0344,0.9994,0.0,12.03
2023-01-02 02:00:00,10.4,58,998.2,0,10.6,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,162.66,78.85,0.0,10.4,0.0,0.0,0,0.0,0.0,2,0.5,0.866,1,0.5,0.866,2,0.0344,0.9994,0.0,11.23
2023-01-02 03:00:00,9.9,60,997.8,0,10.4,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,149.44,88.99,0.0,9.9,0.0,0.0,0,0.0,0.0,3,0.7071,0.7071,1,0.5,0.866,2,0.0344,0.9994,0.0,10.53
2023-01-02 04:00:00,9.6,61,997.8,0,11.5,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,136.16,95.29,0.0,9.6,0.0,0.0,0,0.0,0.0,4,0.866,0.5,1,0.5,0.866,2,0.0344,0.9994,0.0,9.97
2023-01-02 05:00:00,8.3,68,998.3,0,10.4,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,123.0,100.71,0.0,8.3,0.0,0.0,0,0.0,0.0,5,0.9659,0.2588,1,0.5,0.866,2,0.0344,0.9994,0.0,9.27
2023-01-02 06:00:00,7.6,71,998.7,0,10.7,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,110.07,106.13,0.0,7.6,0.0,0.0,0,0.0,0.0,6,1.0,0.0,1,0.5,0.866,2,0.0344,0.9994,0.0,8.5
2023-01-02 07:00:00,7.3,72,999.6,0,10.5,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,97.5,112.02,0.0,7.3,0.0,0.0,0,0.0,0.0,7,0.9659,-0.2588,1,0.5,0.866,2,0.0344,0.9994,0.0,7.73
2023-01-02 08:00:00,8.6,66,1000.7,0,9.7,42.0,126.4,28.0,14.0,27.5398,71.9153,Bhadla_Solar_Park,85.32,118.83,68.32,10.39,7.6,4.68,1,26.42,1.2,8,0.866,-0.5,1,0.5,0.866,2,0.0344,0.9994,0.0,7.83
2023-01-02 09:00:00,11.9,52,1001.5,0,8.9,198.0,396.5,91.0,107.0,27.5398,71.9153,Bhadla_Solar_Park,74.27,127.09,305.64,20.04,32.81,15.73,1,214.39,0.924,9,0.7071,-0.7071,1,0.5,0.866,2,0.0344,0.9994,0.0,9.27
2023-01-02 10:00:00,16.3,38,1001.9,0,6.2,371.0,571.8,125.0,246.0,27.5398,71.9153,Bhadla_Solar_Park,64.43,137.42,538.2,31.37,55.33,25.57,1,402.46,0.922,10,0.5,-0.866,1,0.5,0.866,2,0.0344,0.9994,0.0,12.27
2023-01-02 11:00:00,19.8,27,1001.7,0,8.4,511.0,666.7,145.0,366.0,27.5398,71.9153,Bhadla_Solar_Park,56.58,150.49,716.54,39.06,71.46,33.42,1,545.89,0.936,11,0.2588,-0.9659,1,0.5,0.866,2,0.0344,0.9994,0.0,16.0
2023-01-02 12:00:00,21.8,23,1000.9,0,9.2,596.0,713.5,155.0,441.0,27.5398,71.9153,Bhadla_Solar_Park,51.67,166.43,822.69,43.58,80.55,38.33,1,630.24,0.946,12,0.0,-1.0,1,0.5,0.866,2,0.0344,0.9994,0.0,19.3
2023-01-02 13:00:00,22.6,21,999.8,0,7.4,614.0,723.7,156.0,458.0,27.5398,71.9153,Bhadla_Solar_Park,50.56,184.13,845.31,45.74,82.03,39.44,1,648.53,0.947,13,-0.2588,-0.9659,1,0.5,0.866,2,0.0344,0.9994,0.0,21.4
2023-01-02 14:00:00,23.0,20,999.0,0,4.3,565.0,700.7,150.0,415.0,27.5398,71.9153,Bhadla_Solar_Park,53.5,201.26,785.25,45.77,76.2,36.5,1,599.34,0.943,14,-0.5,-0.866,1,0.5,0.866,2,0.0344,0.9994,0.0,22.47
2023-01-02 15:00:00,23.1,19,998.6,30,2.7,453.0,637.2,135.0,318.0,27.5398,71.9153,Bhadla_Solar_Park,59.89,215.93,645.39,42.39,63.5,30.11,1,486.58,0.931,15,-0.7071,-0.7071,1,0.5,0.866,2,0.0344,0.9994,10.0,22.9
2023-01-02 16:00:00,23.0,19,998.7,21,3.2,293.0,508.8,110.0,183.0,27.5398,71.9153,Bhadla_Solar_Park,68.76,227.67,437.42,35.95,44.16,21.24,1,320.12,0.915,16,-0.866,-0.5,1,0.5,0.866,2,0.0344,0.9994,17.0,23.03
2023-01-02 17:00:00,21.7,22,998.9,0,6.3,117.0,283.5,65.0,52.0,27.5398,71.9153,Bhadla_Solar_Park,79.25,236.97,190.61,27.03,19.93,10.75,1,121.36,0.964,17,-0.9659,-0.2588,1,0.5,0.866,2,0.0344,0.9994,17.0,22.6
2023-01-02 18:00:00,19.4,25,999.4,45,9.5,8.0,15.7,7.0,1.0,27.5398,71.9153,Bhadla_Solar_Park,90.94,244.49,10.06,19.66,0.0,0.0,0,0.0,0.0,18,-1.0,-0.0,1,0.5,0.866,2,0.0344,0.9994,22.0,21.37
2023-01-02 19:00:00,18.5,27,1000.2,0,4.9,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,103.23,250.83,0.0,18.5,0.0,0.0,0,0.0,0.0,19,-0.9659,0.2588,1,0.5,0.866,2,0.0344,0.9994,15.0,19.87
2023-01-02 20:00:00,16.0,35,1000.7,25,7.8,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,115.99,256.46,0.0,16.0,0.0,0.0,0,0.0,0.0,20,-0.866,0.5,1,0.5,0.866,2,0.0344,0.9994,23.33,17.97
2023-01-02 21:00:00,15.0,42,1000.8,98,9.5,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,129.04,261.83,0.0,15.0,0.0,0.0,0,0.0,0.0,21,-0.7071,0.7071,1,0.5,0.866,2,0.0344,0.9994,41.0,16.5
2023-01-02 22:00:00,13.9,45,1001.0,99,9.1,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,142.27,267.53,0.0,13.9,0.0,0.0,0,0.0,0.0,22,-0.5,0.866,1,0.5,0.866,2,0.0344,0.9994,74.0,14.97
2023-01-02 23:00:00,13.2,46,1000.9,50,10.2,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,155.55,274.99,0.0,13.2,0.0,0.0,0,0.0,0.0,23,-0.2588,0.9659,1,0.5,0.866,2,0.0344,0.9994,82.33,14.03
2023-01-03 00:00:00,12.0,50,1000.8,0,8.9,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,168.54,291.37,0.0,12.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.5,0.866,3,0.0516,0.9987,49.67,13.03
2023-01-03 01:00:00,11.4,53,1000.4,0,7.0,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,174.42,34.24,0.0,11.4,0.0,0.0,0,0.0,0.0,1,0.2588,0.9659,1,0.5,0.866,3,0.0516,0.9987,16.67,12.2
2023-01-03 02:00:00,11.4,52,1000.1,0,5.6,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,162.73,78.45,0.0,11.4,0.0,0.0,0,0.0,0.0,2,0.5,0.866,1,0.5,0.866,3,0.0516,0.9987,0.0,11.6
2023-01-03 03:00:00,11.0,53,999.7,0,5.4,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,149.52,88.76,0.0,11.0,0.0,0.0,0,0.0,0.0,3,0.7071,0.7071,1,0.5,0.866,3,0.0516,0.9987,0.0,11.27
2023-01-03 04:00:00,11.5,51,999.8,0,4.1,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,136.24,95.12,0.0,11.5,0.0,0.0,0,0.0,0.0,4,0.866,0.5,1,0.5,0.866,3,0.0516,0.9987,0.0,11.3
2023-01-03 05:00:00,8.2,63,1000.0,0,10.0,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,123.07,100.57,0.0,8.2,0.0,0.0,0,0.0,0.0,5,0.9659,0.2588,1,0.5,0.866,3,0.0516,0.9987,0.0,10.23
2023-01-03 06:00:00,7.3,65,1000.2,0,8.7,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,110.14,106.0,0.0,7.3,0.0,0.0,0,0.0,0.0,6,1.0,0.0,1,0.5,0.866,3,0.0516,0.9987,0.0,9.0
2023-01-03 07:00:00,6.7,68,1001.2,0,7.2,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,97.56,111.89,0.0,6.7,0.0,0.0,0,0.0,0.0,7,0.9659,-0.2588,1,0.5,0.866,3,0.0516,0.9987,0.0,7.4
2023-01-03 08:00:00,8.3,60,1002.0,3,8.1,42.0,126.7,28.0,14.0,27.5398,71.9153,Bhadla_Solar_Park,85.36,118.7,68.25,10.14,7.6,4.64,1,26.04,1.2,8,0.866,-0.5,1,0.5,0.866,3,0.0516,0.9987,1.0,7.43
2023-01-03 09:00:00,11.1,50,1003.1,0,7.4,198.0,397.0,91.0,107.0,27.5398,71.9153,Bhadla_Solar_Park,74.29,126.94,305.42,19.46,32.85,15.71,1,214.18,0.924,9,0.7071,-0.7071,1,0.5,0.866,3,0.0516,0.9987,1.0,8.7
2023-01-03 10:00:00,14.3,43,1003.8,0,7.2,372.0,571.8,126.0,246.0,27.5398,71.9153,Bhadla_Solar_Park,64.43,137.27,538.92,29.11,55.89,25.57,1,402.75,0.924,10,0.5,-0.866,1,0.5,0.866,3,0.0516,0.9987,1.0,11.23
2023-01-03 11:00:00,17.5,39,1003.8,0,8.4,513.0,667.9,146.0,367.0,27.5398,71.9153,Bhadla_Solar_Park,56.55,150.32,718.54,36.81,72.3,33.45,1,546.74,0.938,11,0.2588,-0.9659,1,0.5,0.866,3,0.0516,0.9987,0.0,14.3
2023-01-03 12:00:00,19.9,34,1003.1,0,10.8,599.0,714.0,157.0,442.0,27.5398,71.9153,Bhadla_Solar_Park,51.6,166.27,825.67,41.13,81.65,38.4,1,631.65,0.948,12,0.0,-1.0,1,0.5,0.866,3,0.0516,0.9987,0.0,17.23
2023-01-03 13:00:00,21.3,24,1001.9,0,13.0,619.0,725.3,159.0,460.0,27.5398,71.9153,Bhadla_Solar_Park,50.46,184.0,850.91,42.31,83.75,39.54,1,650.49,0.952,13,-0.2588,-0.9659,1,0.5,0.866,3,0.0516,0.9987,0.0,19.57
2023-01-03 14:00:00,21.7,22,1001.1,0,13.9,570.0,703.7,152.0,418.0,27.5398,71.9153,Bhadla_Solar_Park,53.38,201.18,791.14,40.92,78.31,36.62,1,601.77,0.947,14,-0.5,-0.866,1,0.5,0.866,3,0.0516,0.9987,0.0,20.97
2023-01-03 15:00:00,21.9,20,1000.9,0,14.0,459.0,642.5,137.0,322.0,27.5398,71.9153,Bhadla_Solar_Park,59.75,215.89,652.96,37.73,65.46,30.25,1,489.38,0.938,15,-0.7071,-0.7071,1,0.5,0.866,3,0.0516,0.9987,0.0,21.63
2023-01-03 16:00:00,21.6,20,1001.0,0,15.7,298.0,513.9,112.0,186.0,27.5398,71.9153,Bhadla_Solar_Park,68.62,227.67,443.93,32.03,45.52,21.38,1,323.11,0.922,16,-0.866,-0.5,1,0.5,0.866,3,0.0516,0.9987,0.0,21.73
2023-01-03 17:00:00,20.5,21,1001.5,0,12.6,120.0,290.5,66.0,54.0,27.5398,71.9153,Bhadla_Solar_Park,79.11,236.98,195.34,25.36,20.55,10.89,1,124.09,0.967,17,-0.9659,-0.2588,1,0.5,0.866,3,0.0516,0.9987,0.0,21.33
2023-01-03 18:00:00,18.4,25,1001.8,0,14.9,8.0,15.4,7.0,1.0,27.5398,71.9153,Bhadla_Solar_Park,90.19,244.52,10.23,18.64,0.0,0.0,0,0.0,0.0,18,-1.0,-0.0,1,0.5,0.866,3,0.0516,0.9987,0.0,20.17
2023-01-03 19:00:00,17.0,29,1002.3,0,14.8,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,103.1,250.87,0.0,17.0,0.0,0.0,0,0.0,0.0,19,-0.9659,0.2588,1,0.5,0.866,3,0.0516,0.9987,0.0,18.63
2023-01-03 20:00:00,15.7,33,1002.7,0,13.8,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,115.86,256.52,0.0,15.7,0.0,0.0,0,0.0,0.0,20,-0.866,0.5,1,0.5,0.866,3,0.0516,0.9987,0.0,17.03
2023-01-03 21:00:00,14.6,38,1003.3,0,13.8,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,128.91,261.9,0.0,14.6,0.0,0.0,0,0.0,0.0,21,-0.7071,0.7071,1,0.5,0.866,3,0.0516,0.9987,0.0,15.77
2023-01-03 22:00:00,13.5,42,1003.4,0,13.8,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,142.14,267.63,0.0,13.5,0.0,0.0,0,0.0,0.0,22,-0.5,0.866,1,0.5,0.866,3,0.0516,0.9987,0.0,14.6
2023-01-03 23:00:00,12.6,45,1003.4,0,14.2,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,155.43,275.14,0.0,12.6,0.0,0.0,0,0.0,0.0,23,-0.2588,0.9659,1,0.5,0.866,3,0.0516,0.9987,0.0,13.57
2023-01-04 00:00:00,11.6,49,1003.1,0,13.7,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,168.4,291.56,0.0,11.6,0.0,0.0,0,0.0,0.0,0,0.0,1.0,1,0.5,0.866,4,0.0688,0.9976,0.0,12.57
2023-01-04 01:00:00,10.6,51,1002.9,0,12.6,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,174.39,32.79,0.0,10.6,0.0,0.0,0,0.0,0.0,1,0.2588,0.9659,1,0.5,0.866,4,0.0688,0.9976,0.0,11.6
2023-01-04 02:00:00,9.8,54,1002.5,0,12.6,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,162.8,78.02,0.0,9.8,0.0,0.0,0,0.0,0.0,2,0.5,0.866,1,0.5,0.866,4,0.0688,0.9976,0.0,10.67
2023-01-04 03:00:00,9.1,58,1002.2,0,11.9,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,149.6,88.52,0.0,9.1,0.0,0.0,0,0.0,0.0,3,0.7071,0.7071,1,0.5,0.866,4,0.0688,0.9976,0.0,9.83
2023-01-04 04:00:00,8.2,63,1002.0,0,10.9,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,136.31,94.94,0.0,8.2,0.0,0.0,0,0.0,0.0,4,0.866,0.5,1,0.5,0.866,4,0.0688,0.9976,0.0,9.03
2023-01-04 05:00:00,6.9,69,1002.2,0,10.0,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,123.14,100.42,0.0,6.9,0.0,0.0,0,0.0,0.0,5,0.9659,0.2588,1,0.5,0.866,4,0.0688,0.9976,0.0,8.07
2023-01-04 06:00:00,5.9,75,1002.8,0,10.0,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,110.2,105.86,0.0,5.9,0.0,0.0,0,0.0,0.0,6,1.0,0.0,1,0.5,0.866,4,0.0688,0.9976,0.0,7.0
2023-01-04 07:00:00,5.6,77,1003.1,0,10.8,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,97.61,111.75,0.0,5.6,0.0,0.0,0,0.0,0.0,7,0.9659,-0.2588,1,0.5,0.866,4,0.0688,0.9976,0.0,6.13
2023-01-04 08:00:00,7.0,71,1003.7,0,10.1,43.0,127.0,29.0,14.0,27.5398,71.9153,Bhadla_Solar_Park,85.39,118.56,69.37,8.81,7.76,4.61,1,25.72,1.2,8,0.866,-0.5,1,0.5,0.866,4,0.0688,0.9976,0.0,6.17
2023-01-04 09:00:00,10.2,57,1004.8,0,8.4,202.0,408.5,92.0,110.0,27.5398,71.9153,Bhadla_Solar_Park,74.31,126.79,312.43,18.6,33.72,15.69,1,214.08,0.944,9,0.7071,-0.7071,1,0.5,0.866,4,0.0688,0.9976,0.0,7.6
2023-01-04 10:00:00,13.7,46,1005.3,0,8.4,381.0,587.9,128.0,253.0,27.5398,71.9153,Bhadla_Solar_Park,64.42,137.11,552.62,28.55,57.43,25.58,1,403.16,0.945,10,0.5,-0.866,1,0.5,0.866,4,0.0688,0.9976,0.0,10.3
2023-01-04 11:00:00,16.3,40,1005.1,0,10.9,526.0,683.6,150.0,376.0,27.5398,71.9153,Bhadla_Solar_Park,56.51,150.15,736.74,35.21,74.61,33.49,1,547.7,0.96,11,0.2588,-0.9659,1,0.5,0.866,4,0.0688,0.9976,0.0,13.4
2023-01-04 12:00:00,17.8,30,1004.4,0,11.9,613.0,732.2,159.0,454.0,27.5398,71.9153,Bhadla_Solar_Park,51.53,166.11,845.4,39.1,84.29,38.47,1,633.18,0.968,12,0.0,-1.0,1,0.5,0.866,4,0.0688,0.9976,0.0,15.93
2023-01-04 13:00:00,18.8,26,1003.2,0,12.5,634.0,742.5,162.0,472.0,27.5398,71.9153,Bhadla_Solar_Park,50.36,183.87,871.56,40.52,86.4,39.64,1,652.56,0.972,13,-0.2588,-0.9659,1,0.5,0.866,4,0.0688,0.9976,0.0,17.63
2023-01-04 14:00:00,19.4,24,1002.3,0,12.7,585.0,723.3,154.0,431.0,27.5398,71.9153,Bhadla_Solar_Park,53.25,201.1,812.29,39.57,80.84,36.75,1,604.31,0.968,14,-0.5,-0.866,1,0.5,0.866,4,0.0688,0.9976,0.0,18.67
2023-01-04 15:00:00,19.7,23,1001.5,0,14.5,471.0,659.6,139.0,332.0,27.5398,71.9153,Bhadla_Solar_Park,59.61,215.85,670.16,35.8,67.7,30.39,1,492.27,0.957,15,-0.7071,-0.7071,1,0.5,0.866,4,0.0688,0.9976,0.0,19.3
2023-01-04 16:00:00,19.7,22,1001.1,0,16.1,306.0,529.7,113.0,193.0,27.5398,71.9153,Bhadla_Solar_Park,68.47,227.66,456.27,30.35,47.09,21.53,1,326.17,0.938,16,-0.866,-0.5,1,0.5,0.866,4,0.0688,0.9976,0.0,19.6
2023-01-04 17:00:00,18.7,25,1001.6,0,13.0,125.0,302.6,68.0,57.0,27.5398,71.9153,Bhadla_Solar_Park,78.97,237.0,203.61,23.73,21.55,11.03,1,126.88,0.985,17,-0.9659,-0.2588,1,0.5,0.866,4,0.0688,0.9976,0.0,19.37
2023-01-04 18:00:00,16.7,29,1001.7,0,12.7,9.0,15.1,8.0,1.0,27.5398,71.9153,Bhadla_Solar_Park,90.07,244.56,11.26,16.98,0.0,0.0,0,0.0,0.0,18,-1.0,-0.0,1,0.5,0.866,4,0.0688,0.9976,0.0,18.37
2023-01-04 19:00:00,15.4,32,1002.0,0,13.3,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,102.96,250.92,0.0,15.4,0.0,0.0,0,0.0,0.0,19,-0.9659,0.2588,1,0.5,0.866,4,0.0688,0.9976,0.0,16.93
2023-01-04 20:00:00,14.1,36,1002.3,0,13.4,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,115.72,256.58,0.0,14.1,0.0,0.0,0,0.0,0.0,20,-0.866,0.5,1,0.5,0.866,4,0.0688,0.9976,0.0,15.4
2023-01-04 21:00:00,12.8,41,1002.6,0,12.0,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,128.78,261.99,0.0,12.8,0.0,0.0,0,0.0,0.0,21,-0.7071,0.7071,1,0.5,0.866,4,0.0688,0.9976,0.0,14.1
2023-01-04 22:00:00,11.5,45,1002.9,0,11.6,0.0,0.0,0.0,0.0,27.5398,71.9153,Bhadla_Solar_Park,142.01,267.75,0.0,11.5,0.0,0.0,0,0.0,0.0,22,-0.5,0.866,1,0.5,0.866,4,0.0688,0.9976,0.0,12.8
